study,fold,feature,raw_predictive_drop,predictive_utility,raw_shap_mean_abs,raw_shap_cv,shap_stability,evidence_relevance,clinical_utility,label_derived_risk,definitional_overlap,target_proxy_strength,semantic_risk_max,available_at_prediction,interpretation,leakage_risk,theta_l_mean,audit_score,pre_score,uncertainty_width,pseul_category,semantic_veto,admissible_for_selection,select_score,selection_order,selected,rejection_reason
diabetes130_discharge,3,change_flag,0.0007830287141824839,0.007170966469401154,0.015323756483049344,0.24512232001796377,0.7548776799820363,0.6,0.6166666666666667,0.05,0.1,0.25,0.25,True,Medication change; actionable.,0.12969786702687716,0.5,0.4572934926038943,0.4462820833688541,0.0005520068633644383,Domain-Supportive Feature,False,True,0.4342303998296284,,False,not-in-final-subset
diabetes130_discharge,3,num_lab_procedures,0.004654898892222925,0.07401448775403269,0.1120710028879225,0.11306400822414578,0.8869359917758542,0.55,0.5666666666666668,0.05,0.05,0.25,0.25,True,Care-intensity proxy.,0.15048747318922537,0.5,0.4787582113480474,0.46458569531288413,0.0016838165622830522,Domain-Supportive Feature,False,True,0.4318580886631213,,False,not-in-final-subset
diabetes130_discharge,3,num_procedures,0.0026003805461250365,0.03854551940485015,0.04327939674809877,0.18980253364217095,0.8101974663578291,0.55,0.5833333333333334,0.05,0.05,0.25,0.25,True,Care-intensity proxy.,0.09051055611348452,0.5,0.4569364824263542,0.44944325347193353,0.00036010424232637,Domain-Supportive Feature,False,True,0.43135145806101366,,False,not-in-final-subset
diabetes130_discharge,3,admission_type_id,0.0023032956125835042,0.03341667929260831,0.04105480103950138,0.17897495135568633,0.8210250486443137,0.525,0.55,0.0,0.0,0.1,0.1,True,Admission type is available at the admission landmark.,0.02870438740650826,0.5,0.44298001351664523,0.43903722678551776,0.00010182415922038546,Domain-Supportive Feature,False,True,0.4282839401733245,,False,not-in-final-subset
diabetes130_discharge,3,gender_male,0.0005325963988270936,0.0028475317900159033,0.035605856733595224,0.22391300463340658,0.7760869953665934,0.525,0.5499999999999999,0.0,0.0,0.05,0.05,True,Demographic stratifier.,0.01876689727807322,0.5,0.4248216586103234,0.42139343753010894,0.00015490572105855097,Domain-Supportive Feature,False,True,0.415820317512823,,False,not-in-final-subset
diabetes130_discharge,3,number_outpatient,0.001564371572323053,0.02065997967674647,0.02275259831165083,0.27885602317389446,0.7211439768261055,0.55,0.5833333333333334,0.1,0.15,0.45,0.45,True,Prior-year outpatient visits; utilization proxy.,0.18847677883809752,0.5,0.4337601226015785,0.41516244331327096,0.002998814702821502,Domain-Supportive Feature,False,True,0.40948800778329764,,False,not-in-final-subset
diabetes130_discharge,3,admission_source_id,0.001529043464120483,0.020050079281330995,0.0352586720056082,0.2302980562726177,0.7697019437273823,0.45,0.5,0.1,0.15,0.35,0.35,True,Admission source; administrative context.,0.15894090917186598,0.5,0.39745541252987576,0.3847271134976149,0.0008723070552228667,Low-Value Feature,False,True,0.38068769192154006,,False,not-in-final-subset
diabetes130_discharge,3,number_emergency,0.004642286493057112,0.0737967487459245,0.0338155749962418,0.4235689654053521,0.576431034594648,0.6,0.6,0.1,0.2,0.55,0.55,True,Prior-year ED visits; utilization proxy.,0.3054833465749423,0.5,0.43742523154270696,0.3823818627158646,0.007276047625833807,Domain-Supportive Feature,False,True,0.3691713808732531,,False,not-in-final-subset
diabetes130_discharge,4,discharge_disposition_id,0.050627402018444345,0.9999801318530414,0.24326581623232038,0.057526086489041735,0.9424739135109582,0.65,0.5166666666666666,0.0,0.0,0.35,0.35,True,Available by discharge after death/hospice exclusions. Discharge disposition: encodes death/hospice; partly determines readmission.,0.2258467124719221,0.5,0.7801554889247707,0.731614115953267,0.013078393219465322,Domain-Supportive Feature,False,True,0.731614115953267,1.0,True,
diabetes130_discharge,4,age_ordinal,0.008064140753594946,0.15432700200426977,0.08786416237041637,0.07963190849488679,0.9203680915051132,0.85,0.7166666666666667,0.0,0.0,0.05,0.05,True,Age is a stable readmission risk factor.,0.10375908047016509,0.5,0.6220383855689703,0.6103280242917682,0.0017663387155908068,Clinically Actionable Feature,False,True,0.600932911577107,2.0,True,
diabetes130_discharge,4,number_inpatient,0.02608282241611805,0.5123248172761264,0.11915137666183616,0.04936182664065909,0.9506381733593409,0.7250000000000001,0.5833333333333334,0.0,0.0,0.35,0.35,True,Available by discharge after death/hospice exclusions. Prior inpatient visits: strong operational proxy for readmission.,0.33749764330718895,0.5,0.6709084131880395,0.5605351073743435,2.7945690705951554e-07,Domain-Supportive Feature,False,True,0.5575247819070706,3.0,True,
diabetes130_discharge,4,num_medications,0.006088373499471031,0.1150721678432786,0.08589409594049374,0.018394957637018462,0.9816050423629815,0.7,0.7333333333333334,0.05,0.1,0.3,0.3,True,Treatment burden; clinically meaningful.,0.19493851705242016,0.5,0.5891759921589133,0.562379240711855,0.0035883685236910703,Clinically Actionable Feature,False,True,0.5515939616570774,4.0,True,
